wave	old_repo_path	old_concept	target_repo	target_root	action	future_repo	status	notes
NEW.16	../yai-dev/src/runtime/machine	resident runtime loop, tick and machine state posture	yai	system/daemon	mine_concept	none	complete	Route loop concepts to system/daemon; bounded daemon loops remain explicit. old_symbol_or_file=live_runtime.c; runtime_loop.c; runtime_machine.c; runtime_machine_state.c; runtime_tick.c; future_primitive=daemon loop evidence; compat_required=yes
NEW.16	../yai-dev/src/runtime/connections	client connection boundary and request/response posture	yai	system/daemon/ipc	mine_concept	none	complete	Route connection concepts to system/daemon IPC; no auth/session/client runtime port. old_symbol_or_file=client_connection.c; README.md; future_primitive=local IPC connection evidence; compat_required=yes
NEW.16	../yai-dev/tools/runtime	runtime boot, environment, inspection, intake and embedded tooling posture	yai	system/daemon/tooling	mine_concept	none	complete	Mine tooling concepts only; no script copy or install layout implementation. old_symbol_or_file=boot/*; env/*; inspect/*; intake/*; embedded/*; rootfs/*; future_primitive=daemon tooling evidence; compat_required=no
Use as daemon documentation evidence; no service manager or runtime root port.	../yai-dev/Documentation/manuals/runtime-service-operations.md	yai	daemon docs	daemon operation concepts	yes	none	complete	old_symbol_or_file=runtime access, admission, execution, receipts and service posture; future_primitive=mine_concept; compat_required=NEW.16
NEW.18	../yai-dev/src/substrate/store	store boundary, backend taxonomy and persistence posture	yai	engine/store; system/engine_bridge	mine_concept	none	complete	Route durable store mechanics to engine/store; keep only FFI/ABI bridge code in system/engine_bridge. old_symbol_or_file=substrate_store_boundary.c; substrate_store_backend_registry_contract.c; substrate_filesystem_store_boundary.c; substrate_duckdb_store_boundary.c; substrate_lmdb_store_boundary.c; future_primitive=store; journal; engine bridge; compat_required=yes
NEW.18	../yai-dev/src/substrate/records	record taxonomy, lifecycle and relationship posture	yai	engine/record	mine_concept	none	complete	Route record truth and codec mechanics to engine/record; do not recreate substrate/records. old_symbol_or_file=substrate_records_boundary.c; substrate_record_taxonomy_contract.c; substrate_record_lifecycle_contract.c; substrate_record_relationship_contract.c; future_primitive=record; residue; codec; compat_required=yes
NEW.18	../yai-dev/src/substrate/graph	graph edge taxonomy, relationship and reconstruction posture	yai	engine/graph	mine_concept	none	complete	Route causality and reconstruction to engine/graph; C graph path remains keep_temporarily. old_symbol_or_file=substrate_graph_boundary.c; substrate_graph_edge_taxonomy_contract.c; substrate_graph_reconstruction_contract.c; future_primitive=graph reconstruction; compat_required=yes
NEW.18	../yai-dev/src/substrate/indexes	index taxonomy, lifecycle, freshness and retrieval posture	yai	engine/index	mine_concept	none	complete	Route operational indexing to engine/index; vector/RAG-like material is not core implementation yet. old_symbol_or_file=substrate_indexes_boundary.c; substrate_index_freshness_contract.c; substrate_index_lifecycle_contract.c; lexical/structured/vector index boundaries; future_primitive=index; freshness; compat_required=yes
NEW.18	../yai-dev/src/substrate/query	query safety, consistency and read surface posture	yai	engine/query	mine_concept	none	complete	Route case-bound query mechanics to engine/query; query does not become UI or public API truth. old_symbol_or_file=substrate_query_boundary.c; substrate_query_safety_contract.c; substrate_query_consistency_contract.c; substrate_records_query_surface.c; future_primitive=query; safe access; compat_required=yes
NEW.18	../yai-dev/src/substrate/memory	memory lifecycle, privacy scope, relationship and recall posture	yai	engine/memory	mine_concept	none	complete	Route operational memory mechanics to engine/memory; agent-memory experiments remain outside core. old_symbol_or_file=substrate_memory_boundary.c; substrate_memory_lifecycle_contract.c; substrate_memory_privacy_scope_contract.c; substrate_memory_relationship_contract.c; future_primitive=memory; compat_required=yes
NEW.18	../yai-dev/src/substrate/views	view materialization, provenance, freshness and read-model posture	yai	engine/projection	mine_concept	none	complete	Route controlled read models to engine/projection; do not absorb UI state. old_symbol_or_file=substrate_views_boundary.c; substrate_view_materialization_contract.c; substrate_view_provenance_contract.c; substrate_view_freshness_contract.c; future_primitive=projection; compat_required=yes
NEW.18	../yai-dev/src/substrate/signals	signal taxonomy, contradiction, missingness, reliability and impact signal posture	yai	engine/reconcile; engine/memory	mine_concept	none	complete	Route contradiction/missingness to engine/reconcile and memory evidence; signals do not own truth. old_symbol_or_file=substrate_signals_boundary.c; substrate_signal_taxonomy_contract.c; substrate_signal_impact_contract.c; contradiction/missingness drains; future_primitive=reconcile; memory evidence; compat_required=yes
NEW.18	../yai-dev/src/lineage	lineage summaries, graph explanation and memory summary posture	yai	engine/graph; engine/memory; engine/projection	mine_concept	none	complete	Route causal explanation to engine graph/projection; do not recreate lineage root. old_symbol_or_file=README.md; activation_summary.c; authority_summary.c; episodic_summary.c; semantic_summary.c; future_primitive=graph; memory; projection; compat_required=yes
NEW.18	../yai-dev/src/analytics/signals	interpreted non-authoritative signal contracts	yai + yai-dev	engine/reconcile; yai-dev	split	yai-dev	complete	Core may mine signal posture for reconcile evidence; model/analytics experiments externalize to yai-dev. old_symbol_or_file=signal-boundary.md; signal_contract.h; future_primitive=reconcile evidence; experiments; compat_required=no
NEW.18	../yai-dev/src/analytics/features	derived feature contracts and graph/model inspection inputs	yai + yai-dev	engine/index; engine/memory; yai-dev	split	yai-dev	complete	Core may mine provenance-bearing derived inputs; analytics/model feature implementation externalizes to yai-dev. old_symbol_or_file=feature-boundary.md; feature_contract.h; duckdb-feature-boundary.md; future_primitive=index evidence; memory evidence; experiments; compat_required=no
SPINE.3R	../yai-dev/src/case/attachments	case-world attachment posture	yai	system/case; engine/record	mine_concept	none	complete	Docs-only rebase; case attachments enter case_world before subject behavior. old_symbol_or_file=case_attachment_*; attachment lifecycle contracts; future_primitive=case_attachment; case_binding; compat_required=yes
SPINE.3R	../yai-dev/src/case/materialization	case-world materialization and trace posture	yai	system/case; engine/record	mine_concept	none	complete	Docs-only rebase; no source copy or materialization backend implementation. old_symbol_or_file=case_materialization_*; future_primitive=case_world; record refs; compat_required=yes
SPINE.3R	../yai-dev/src/case/surface	live projection and operator-facing surface split	yai + console	engine/projection; console	split	console	complete	Core mines live projection posture; console owns operator UX. old_symbol_or_file=case_surface*; projection contracts; future_primitive=live_projection; operator UX; compat_required=yes
SPINE.3R	../yai-dev/src/substrate/store	durable record and fact backend posture	yai	engine/store; engine/facts	mine_concept	none	complete	LMDB and DuckDB remain planned-not-created backend waves. old_symbol_or_file=substrate_lmdb_store_boundary.c; substrate_duckdb_store_boundary.c; future_primitive=record plane; fact plane; compat_required=yes
SPINE.3R	../yai-dev/src/substrate/graph	persistent operational graph posture	yai	engine/graph	mine_concept	none	complete	Ladybug graph backend remains planned-not-created. old_symbol_or_file=substrate_graph_*; future_primitive=graph plane; compat_required=yes
SPINE.3R	../yai-dev/src/substrate/views	live projection materialization, provenance and freshness posture	yai	engine/projection	mine_concept	none	complete	Projection is versioned cognitive view, not static summary or UI state. old_symbol_or_file=substrate_view_*; future_primitive=live projection plane; compat_required=yes
SPINE.3R	../yai-dev/src/substrate/signals	expected-vs-observed signal and mismatch posture	yai	engine/reconcile	mine_concept	none	complete	Signals feed reconcile doctrine; no analytics engine implementation. old_symbol_or_file=substrate_signal_*; future_primitive=reconcile plane; compat_required=yes
SPINE.3R	../yai-dev/src/analytics	derived facts and behavior analysis posture	yai + yai-dev	engine/facts; yai-dev	split	yai-dev	complete	DuckDB fact plane is planned-not-created; model/analytics experiments externalize. old_symbol_or_file=features; signals; duckdb feature boundary; future_primitive=fact plane; experiments; compat_required=no
NEW.18B	../yai-dev/src/case/identity	case identity, creation posture and ref boundary	yai	system/case; engine/record	mine_concept	none	complete	Refs remain durable; live runtime uses case_session and case_context. old_symbol_or_file=case_creation_*; case_reference_binding_contract.c; future_primitive=case/session/context; compat_required=yes
NEW.18B	../yai-dev/src/case/materialization	case-world materialization and source intake posture	yai	system/case; engine/record	mine_concept	none	complete	Materialization feeds case_world before active case_context. old_symbol_or_file=case_materialization_*; future_primitive=case_world/materialization; compat_required=yes
NEW.18B	../yai-dev/src/case/attachments	attachment lifecycle and process/resource posture	yai	system/case; engine/record	mine_concept	none	complete	Attachment concepts mined; no old source copied. old_symbol_or_file=attachment.c; object_attachment.c; process_watch.c; future_primitive=case_world/attachment; compat_required=yes
NEW.18B	../yai-dev/src/case/subjects	case-bound subject participation and evidence trace	yai	system/subject; system/case	mine_concept	none	complete	Subject refs remain durable; live behavior goes through case_context. old_symbol_or_file=case_subject_*; future_primitive=subject/case_context; compat_required=yes
NEW.18B	../yai-dev/src/case/surface	case-facing surface and projection posture	yai + console	engine/projection; console	split	console	complete	Core keeps projection/context concepts; console owns UX. old_symbol_or_file=chat_case_promotion.c; case_surface*; future_primitive=projection; operator surface; compat_required=yes
NEW.18B	../yai-dev/src/case/continuity	continuity state and session memory posture	yai	engine/memory; system/case	mine_concept	none	complete	Continuity informs future memory/session work; no continuity engine port. old_symbol_or_file=continuity_state.c; case_chat_*; future_primitive=case/session/memory; compat_required=yes
NEW.18B	../yai-dev/src/runtime/sessions	runtime session and user/session registry posture	yai	system/daemon	mine_concept	none	complete	Mine session lifecycle; no global active case singleton. old_symbol_or_file=runtime_session.c; user_session_registry.c; future_primitive=daemon/case_session; compat_required=yes
Core mines technical context semantics; console owns operator UX.	../yai-dev/src/runtime/operator/operator_context.c	yai + console	cmd/yai; console	case_context; operator UX	no	console	complete	old_symbol_or_file=operator active case context posture; future_primitive=split; compat_required=NEW.18B
Not copied into core.	../yai-dev/src/runtime/operator/pilot.c	console + yai-dev	console; yai-dev	pilot UX; environment harness	no	yai-dev	complete	old_symbol_or_file=pilot packaging and operator workflow posture; future_primitive=externalize; compat_required=NEW.18B
Signals inform diagnostic and divergence exposure posture; do not recreate analytics root.	../yai-dev/src/analytics/signals	yai	engine/observability; engine/reconcile	observability; reconcile	yes	none	complete	old_symbol_or_file=signal-boundary.md; signal_contract.h; analytics signal posture; future_primitive=mine_concept; compat_required=SPINE.4
Feature concepts route to future fact plane and behavior facts; no DuckDB implementation in SPINE.4.	../yai-dev/src/analytics/features	yai	engine/facts	fact-plane; DuckDB; model behavior facts	yes	none	complete	old_symbol_or_file=feature-boundary.md; feature_contract.h; duckdb-feature-boundary.md; future_primitive=mine_concept; compat_required=SPINE.4
Signals become diagnostic inputs and mismatch posture; no signal subsystem root.	../yai-dev/src/substrate/signals	yai	engine/reconcile; engine/observability	reconcile; diagnostic_signal	yes	none	complete	old_symbol_or_file=substrate_signal_*; contradiction and missingness drains; future_primitive=mine_concept; compat_required=SPINE.4
View concepts route to projection freshness and Case View Quality.	../yai-dev/src/substrate/views	yai	engine/projection; engine/observability	projection_freshness; CVQ	yes	none	complete	old_symbol_or_file=substrate_view_*; freshness/provenance/materialization contracts; future_primitive=mine_concept; compat_required=SPINE.4
Query concepts route to diagnostics and trace lookup without recreating substrate/query root.	../yai-dev/src/substrate/query	yai	engine/query; engine/observability	query diagnostics; trace lookup	yes	none	complete	old_symbol_or_file=substrate_query_*; records query surface; future_primitive=mine_concept; compat_required=SPINE.4
Lineage concepts route to graph reconstructability and rebuild reports.	../yai-dev/src/lineage	yai	engine/graph; engine/observability	reconstructability; rebuild_report	yes	none	complete	old_symbol_or_file=decision/*; projection/*; materialization/*; future_primitive=mine_concept; compat_required=SPINE.4
Observation concepts feed host observation and timing facts; no old runtime root.	../yai-dev/src/runtime/observation	yai	system/daemon; engine/observability	host observation; timing sample	yes	none	complete	old_symbol_or_file=runtime_probe.c; runtime_watch_plan.c; subjects/*; future_primitive=mine_concept; compat_required=SPINE.4
Execution concepts feed trace/timing/carrier diagnostics; no carrier implementation in SPINE.4.	../yai-dev/src/runtime/execution	yai	system/effect; engine/observability	trace; trace_span; carrier diagnostics	yes	none	complete	old_symbol_or_file=request_envelope.c; operational_receipt.c; runtime_control_*; future_primitive=mine_concept; compat_required=SPINE.4
Conversation concepts route to case-bound interaction threads; do not recreate agents/contracts.	../yai-dev/src/agents/contracts/conversation	yai	system/case; engine/record	interaction_thread; interaction_turn	yes	none	complete	old_symbol_or_file=conversation.c; conversation_text.c; future_primitive=mine_concept; compat_required=NEW.18C
Core keeps thread/frame semantics; console owns human conversation UX.	../yai-dev/src/runtime/operator/conversation	yai + console	cmd/yai; console	participant_view; operator UX	no	console	complete	old_symbol_or_file=conversation_runtime.c; conversation_policy.c; conversation_composer.c; future_primitive=split; compat_required=NEW.18C
Chat continuity concepts route to participant view frames; chat is not a core root.	../yai-dev/src/case/continuity/case_chat	yai	system/case; engine/projection	participant_view_frame	yes	none	complete	old_symbol_or_file=case_chat_continuity_session_drain.c; case_chat_store_state_drain.c; future_primitive=mine_concept; compat_required=NEW.18C
Continuity informs session and memory posture; no old continuity engine port.	../yai-dev/src/case/continuity/continuity	yai	system/case; engine/memory	case/session/memory	yes	none	complete	old_symbol_or_file=continuity_session.c; continuity_state.c; future_primitive=mine_concept; compat_required=NEW.18C
SPINE.20	../yai-dev/Makefile	local build/install knobs and runtime path variables	yai	Makefile	mine_concept	none	inspected	read-only; yai-dev worktree has unrelated dirty architecture doc
SPINE.20	../yai-dev/packaging/*	local package/runtime layout and semantic install surfaces	yai	packaging; docs/engineering/filesystem-target.md	mine_concept	none	inspected	extract PREFIX/bin, run, state/store, log and config path roles; no packaging folder copied
SPINE.20	../yai-dev/tools/runtime/*	runtime service start/status/doctor and dev env layout	yai	cmd/yai; cmd/yaid; docs/engineering/testing.md	mine_concept	none	inspected	extract local runtime diagnostics and YAI_HOME-style path concepts only
SPINE.20	../yai-dev/Documentation/manuals/runtime-service-operations.md	runtime service operation posture and fail-closed local runtime doctrine	yai	docs/engineering/current-status.md	mine_concept	none	inspected	service manager material deferred; foreground daemon only
SPINE.20	../yai-dev/Documentation/product/distribution.md	local-first distribution posture without cloud-only claims	yai	README.md; docs/engineering/filesystem-target.md	mine_concept	none	inspected	distribution concepts only; no commercial installer implementation
SPINE.20	../yai-dev/Documentation/reference/repository/*	repository ownership and install boundary evidence	yai	docs/engineering/four-repo-roadmap.md	mine_concept	none	inspected	old repository role is transition concept mine, not future core truth
SPINE.20	../yai-dev/Documentation/manuals/README.md	manual boundary and operational guidance posture	yai	docs/engineering/testing.md	mine_concept	none	inspected	manuals are operating posture, not architecture authority
SPINE.20	../yai-dev/Documentation/internal/architecture/core-spine/core-spine-series-2-wave-map.md	yai-dev dirty architecture residue	yai	docs/internal/extraction-inventory.tsv	leave_untouched	none	blocked_by_dirty_worktree	existing user/unknown modification; no yai-dev file changed
SPINE.20	../yai-dev/packaging/services/*	service manager adapter material	none	none	externalize	yai-dev	deferred	launchd/systemd/service-manager material remains outside SPINE.20
SPINE.20	../yai-dev/tools/runtime/embedded/*	embedded/runtime harness material	none	none	externalize	yai-dev	deferred	environment/lab harness material, not local runtime layout
SPINE.21	../yai-dev/src/case/packs/*	pack intake, validation, binding, materialization, version, export and retire posture	yai	pack/materialization	mine_concept	none	inspected	read-only; concrete pack boundary concepts absorbed into docs/architecture/15-pack-materialization.md and docs/engineering/pack-format.md; no old source copied
SPINE.21	../yai-dev/src/case/materialization/*	case materialization posture for structured input into case refs and residue	yai	case_world/pack_materialization	mine_concept	none	inspected	read-only; pack/input must become case-owned structure and substrate residue before operation
SPINE.21	../yai-dev/src/case/policy/*	case-bound policy materialization, lifecycle, binding, conflict and trace posture	yai	control/policy_pack	mine_concept	none	inspected	read-only; policy pack concepts route to policy_material, policy_rule, authority_scope and obligations
SPINE.21	../yai-dev/src/case/subjects/*	subject attachment, binding, classification, evidence trace, lifecycle and permissions posture	yai	case_world/subject_binding	mine_concept	none	inspected	read-only; subject material from packs remains case-world material before authority
SPINE.21	../yai-dev/src/case/scope/*	domain scope, profile, applicability, registry and case binding posture	yai	pack/domain_scope	mine_concept	none	inspected	read-only; domain material maps to case_domain and domain-scoped pack materialization
SPINE.21	../yai-dev/src/capabilities/*	capability families, bindings, protocol, registry, routing and runtime posture	yai + yai-dev	pack/tools; effect/control	split	yai-dev	inspected	read-only; tool hints may be pack material but executable/tool runtime belongs to later carrier or yai-dev boundaries
SPINE.21	../yai-dev/src/agents/roles/*	role intake, reasoning and response posture for old agent roles	yai + yai-dev	pack/actors; yai-dev	split	yai-dev	inspected	read-only; actor posture may be materialized, agentic behavior remains externalized
SPINE.21	../yai-dev/src/agents/composition/*	actor composition, role stack, context/model/policy/provider profiles	yai-dev	yai-dev	externalize	yai-dev	inspected	read-only; composition engine is future environment harness material, not core pack runtime
SPINE.21	../yai-dev/src/models/frame/*	model frame, frame pack, projection, format and source requirement posture	yai	pack/projection/model_frame	mine_concept	none	inspected	read-only; frame pack concepts route to pack projection rules, output schemas and authority wording
SPINE.21	../yai-dev/src/substrate/sources/*	source, policy, normative, domain, provenance and lifecycle posture	yai	pack/materials	mine_concept	none	inspected	read-only; source material becomes pack materials with provenance and materialization rules
SPINE.21	../yai-dev/src/substrate/views/*	view/projection, freshness, provenance, materialization, refresh and rebuild posture	yai	pack/projections	mine_concept	none	inspected	read-only; view concepts route to pack-derived projection templates and future projection facts
SPINE.23	../yai-dev/src/runtime/machine/*	active runtime state, runtime tick and state update posture	yai	system/hot; system/daemon	mine_concept	none	inspected	read-only; concepts route to daemon-owned hot-state lifecycle and snapshot updates
SPINE.23	../yai-dev/src/runtime/sessions/*	active case/session state and registry posture	yai	case_session/hot_state	mine_concept	none	inspected	read-only; session concepts route to case_session hot_state field and future multi-session support
SPINE.23	../yai-dev/src/runtime/lifecycle/*	runtime service lifecycle and readiness posture	yai	system/daemon; system/hot	mine_concept	none	inspected	read-only; lifecycle concepts route to daemon-owned local hot-state lifecycle
SPINE.23	../yai-dev/src/runtime/operator/operator_context.c	operator working context and active case posture	yai + console	case_context/hot_state; cmd/yai	split	console	inspected	read-only; core mines context/hot-state semantics while operator UX remains console material
SPINE.23	../yai-dev/src/runtime/operator/queue_gate.c	pending operation gate posture	yai	system/hot/pending_ops	mine_concept	none	inspected	read-only; pending operation counts are hot-state cache posture, not truth
SPINE.23	../yai-dev/src/runtime/operator/queue_view.c	pending operation view posture	yai	system/hot/pending_ops	mine_concept	none	inspected	read-only; queue view concepts route to future hot-state diagnostics
SPINE.23	../yai-dev/src/case/continuity/*	case continuity and session memory posture	yai	case_context/hot_state/memory	mine_concept	none	inspected	read-only; continuity informs hot-state freshness and future memory integration
SPINE.23	../yai-dev/src/case/materialization/*	case materialization and loaded-world posture	yai	case_context/hot_state	mine_concept	none	inspected	read-only; materialized world feeds case_session/context before hot-state snapshot
SPINE.23	../yai-dev/src/substrate/working/*	working context, cached state and local substrate posture	yai	engine/hot	mine_concept	none	inspected	read-only; concepts route to Rust hot module and future shared memory backend
SPINE.23	../yai-dev/src/substrate/views/*	view freshness, refresh and materialization posture	yai	projection/freshness	mine_concept	none	inspected	read-only; projection freshness and stale reason enter hot-state v0
SPINE.23	../yai-dev/src/substrate/store/*	store boundary and durable plane posture	yai	record-plane later	mine_concept	none	inspected	read-only; journal remains replay/audit and LMDB is deferred to SPINE.24
SPINE.24	../yai-dev/src/runtime/machine/*	runtime state snapshot and update tick posture	yai	system/hot; system/daemon	mine_concept	none	inspected	read-only; snapshot lifecycle and daemon update concepts route to hot-state runtime snapshot v1
SPINE.24	../yai-dev/src/runtime/sessions/*	active case/session state snapshot posture	yai	case_session/hot_state	mine_concept	none	inspected	read-only; session identity and state concepts inform snapshot validation and status output
SPINE.24	../yai-dev/src/runtime/lifecycle/*	runtime service state and readiness posture	yai	system/daemon; cmd/yai	mine_concept	none	inspected	read-only; readiness concepts route to doctor/hot status diagnostics
SPINE.24	../yai-dev/src/substrate/working/*	working context snapshot and refresh posture	yai	engine/hot; system/hot	mine_concept	none	inspected	read-only; working snapshot concepts route to schema version and future mmap/shared-memory readiness
SPINE.24	../yai-dev/src/substrate/views/*	view freshness, invalid snapshot and rebuild posture	yai	projection/freshness; cmd/yai	mine_concept	none	inspected	read-only; view freshness concepts route to projection_freshness, stale reason and corrupt/missing snapshot handling
SPINE.25	../yai-dev/src/runtime/sessions/*	session lifecycle and active case/session state	yai	case_session/hot_state	mine_concept	none	inspected	read-only; session status maps to case_session_status and active session id in hot-state snapshot
SPINE.25	../yai-dev/src/runtime/operator/operator_context.c	operator context and active case posture	yai + console	case_context/hot_state; console	split	console	inspected	read-only; active context semantics map to case_context_status while operator UX remains future console material
SPINE.25	../yai-dev/src/runtime/operator/queue_gate.c	pending operation and gate posture	yai	system/hot/pending_ops	mine_concept	none	inspected	read-only; pending gate posture remains future hot-state counts and does not become authoritative truth
SPINE.25	../yai-dev/src/runtime/operator/queue_view.c	queue state visibility and active case scope	yai + console	system/hot; console	split	console	inspected	read-only; queue visibility informs future diagnostics, with rendering externalized to console
SPINE.25	../yai-dev/src/case/continuity/*	case continuity, parent context and session memory posture	yai	case_context/hot_state/memory	mine_concept	none	inspected	read-only; continuity concepts inform active context and future memory/freshness integration
SPINE.25	../yai-dev/src/case/materialization/*	case materialization and loaded-world posture	yai	case_world/hot_state	mine_concept	none	inspected	read-only; materialization maps to case_world_status=loaded after case_session opens
SPINE.25	../yai-dev/src/case/surface/*	case surface and projection visibility posture	yai + console	projection/hot_state; console	split	console	inspected	read-only; surface concepts inform participant-view/projection status while UX remains outside core
SPINE.25	../yai-dev/src/substrate/working/*	working state, context refresh and cached case posture	yai	engine/hot; system/hot	mine_concept	none	inspected	read-only; working-state concepts map to live cache fields and future shared-memory backend
SPINE.25	../yai-dev/src/substrate/views/*	view freshness, refresh and materialized view posture	yai	projection/freshness; hot_state	mine_concept	none	inspected	read-only; view concepts map to projection freshness and participant_view_frame_id in the hot snapshot
SPINE.26	../yai-dev/src/substrate/views/*	view freshness, refresh, provenance and rebuild posture	yai	projection/freshness_policy	mine_concept	none	inspected	read-only; freshness concepts map to usable/refresh_required/refresh_recommended/blocked_for_model policy
SPINE.26	../yai-dev/src/case/surface/*	case surface and consumer-visible projection posture	yai + console	projection/participant_view; console	split	console	inspected	read-only; surface concepts inform projection inspect output while UX-specific rendering remains outside core
SPINE.26	../yai-dev/src/models/frame/*	model frame source requirements and projection completeness	yai + yai-dev	projection/model_context; yai-dev	split	yai-dev	inspected	read-only; model frame source requirements inform model/agent strict freshness policy
SPINE.26	../yai-dev/src/agents/grounding/context_pack*	context pack completeness, refresh and source posture	yai-dev	yai-dev/context_packs	externalize	yai-dev	inspected	read-only; context-pack selection remains environment material while core keeps freshness policy
SPINE.26	../yai-dev/src/runtime/operator/conversation_composer.c	operator conversation composition and warning posture	yai + console	cmd/yai prompt warnings; console	split	console	inspected	read-only; operator warning language informs prompt dry-run freshness output
SPINE.26	../yai-dev/src/runtime/operator/operator_context.c	operator active case context readiness	yai + console	case_context/projection_freshness; console	split	console	inspected	read-only; active context readiness informs consumer policy but operator UX remains console material
SPINE.24A	../yai-dev/src/runtime/operator/*	operator command style, status surfaces and manual operator posture	yai + console	docs/engineering/command-surface.md; console	split	console	inspected	read-only; command inventory mines status/manual patterns while operator UX remains console material
SPINE.24A	../yai-dev/src/runtime/lifecycle/*	runtime lifecycle, service control and readiness diagnostics	yai	system/daemon; docs/engineering/testing.md	mine_concept	none	inspected	read-only; daemon status/info/shutdown and manual validation recipes use lifecycle concepts
SPINE.24A	../yai-dev/src/runtime/machine/*	runtime machine state, tick and status surface posture	yai	system/daemon; system/hot	mine_concept	none	inspected	read-only; hot-state and daemon command surfaces expose current runtime state without importing old machine code
SPINE.24A	../yai-dev/tools/runtime/*	runtime tooling, environment scripts and inspection recipes	yai + yai-dev	docs/engineering/command-surface.md; yai-dev	split	yai-dev	inspected	read-only; command/manual test recipes are mined, environment/lab tooling remains future yai-dev material
SPINE.24A	../yai-dev/Documentation/manuals/*	runtime operations, troubleshooting and manual validation patterns	yai	docs/engineering/testing.md; docs/engineering/command-surface.md	mine_concept	none	inspected	read-only; manual command matrix uses service-operation and troubleshooting documentation concepts
SPINE.24A	../yai-dev/Documentation/reference/*	repository reference, terminology and command documentation posture	yai	docs/engineering/command-surface.md	mine_concept	none	inspected	read-only; reference posture informs active command index without making old reference authoritative
SPINE.27	../yai-dev/src/runtime/operator/*	operator hot/current context display and command style	yai + console	cmd/yai hot status; docs/engineering/command-surface.md; console	split	console	inspected	read-only; CLI surface mines status/display conventions while UX remains future console material
SPINE.27	../yai-dev/src/runtime/lifecycle/*	daemon lifecycle commands and readiness status	yai	system/daemon; cmd/yai daemon commands	mine_concept	none	inspected	read-only; daemon status/info/shutdown and foreground lifecycle remain yai command surface
SPINE.27	../yai-dev/src/runtime/machine/*	runtime machine state and current tick/status output	yai	system/hot; cmd/yai hot status	mine_concept	none	inspected	read-only; runtime current-state concepts map to hot-state snapshot status and freshness fields
SPINE.27	../yai-dev/tools/runtime/*	runtime command recipes and local inspection scripts	yai + yai-dev	docs/engineering/testing.md; yai-dev	split	yai-dev	inspected	read-only; manual validation recipes are mined, broader runtime lab scripts remain future yai-dev material
SPINE.27	../yai-dev/Documentation/manuals/*	doctor/status/manual validation and troubleshooting patterns	yai	docs/engineering/command-surface.md; docs/engineering/testing.md	mine_concept	none	inspected	read-only; manual matrix and expected output lines are normalized in active yai docs
SPINE.27	../yai-dev/Documentation/reference/*	command/reference posture and repository boundary language	yai	docs/engineering/command-surface.md	mine_concept	none	inspected	read-only; reference concepts inform canonical command index without making old reference authoritative
SPINE.28	../yai-dev/src/runtime/sessions; ../yai-dev/src/runtime/machine; ../yai-dev/src/runtime/lifecycle; ../yai-dev/src/runtime/operator; ../yai-dev/src/substrate/working; ../yai-dev/src/substrate/views	hot-state freeze verification across session, machine, lifecycle, operator, working and view residue	yai	system/hot; system/daemon; projection/freshness; docs/engineering/hot-state-plane.md	leave_untouched	none	complete	read-only verification; SPINE.23-SPINE.27 inventory already classifies corresponding yai-dev residue; no yai-dev source modified
SPINE.28A	../yai-dev	repository identity cutover and development-lab role note	yai + yai-dev	docs/engineering/four-repo-roadmap.md; docs/engineering/current-status.md; yai-dev/README.md	migrated_concept	yai-dev	complete	local directory rename complete; active identity updated; remote URLs intentionally unchanged pending GitHub repository rename confirmation
SPINE.28B	./system; ./include/yai	internal source surface cleanup and data-shim classification	yai	docs/engineering/source-surface.md; tools/checks/check-source-surface-clean.sh	quarantine	none	complete	no yai-dev mutation; README-only ingest roots archived; system data roots marked transitional C shims until engine ownership
SPINE.29	../yai-dev/src/substrate/store/*	store backend posture, LMDB/filesystem/DuckDB/graph boundaries and durable store registry	yai	docs/architecture/17-lmdb-record-plane.md; docs/engineering/lmdb-record-plane.md	mine_concept	none	complete	read-only; LMDB classified as record lookup backend, not hot state, journal, graph, fact or memory owner
SPINE.29	../yai-dev/src/substrate/records/*	record lifecycle, taxonomy and relationship posture	yai	record-plane/schema	mine_concept	none	complete	read-only; lifecycle/taxonomy informs yai.record.v1 families and relationship boundaries without porting old code
SPINE.29	../yai-dev/src/substrate/query/*	query surface and record lookup posture	yai	cmd/yai; record-plane/indexes	mine_concept	none	complete	read-only; query concepts inform future records_by_case/kind/subject/receipt indexes, not SPINE.29 read path
SPINE.29	../yai-dev/src/substrate/views/*	view freshness, materialization and projection posture	yai	projection/record-plane split	mine_concept	none	complete	read-only; views remain projection/read-model material and do not become LMDB truth
SPINE.29	../yai-dev/src/case/evidence/*	evidence refs, receipt linkage and proof boundary posture	yai	record-plane/evidence_refs	mine_concept	none	complete	read-only; evidence concepts inform provenance_refs and receipt index planning, proof semantics remain outside LMDB
SPINE.29	../yai-dev/src/runtime/execution/execution_records.c	execution request/stage/error/recovery record persistence posture	yai	record families	mine_concept	none	complete	read-only; execution records map to attempt/divergence/reconciliation-style families without importing implementation
SPINE.29	../yai-dev/src/runtime/execution/operational_receipt.c	operational receipt identity, defaults, provenance and append posture	yai	record families; receipts	mine_concept	none	complete	read-only; receipt persistence informs receipt/filesystem_receipt families and records_by_receipt planning
SPINE.30	../yai-dev/src/substrate/store/*	LMDB store boundary, backend registry and filesystem store posture	yai	engine/yai-engine/src/store/lmdb.rs	mine_concept	none	complete	read-only; write path implemented in Rust engine, C/system store remains journal bootstrap and not LMDB owner
